t,m,j,apple,arhar (tur),banana,besan,"biscuits, chocolates",black pepper,bread (bakery),brinjal,cabbage,"cake, pastry, prepared sweets",candle ,cauliflower,chicken,chillis (green),chira,cooked meals,"cooked snacks purchased [samosa, puri, paratha,",curry powder,dhania,dry chillies,dung cake,eggs,electricity ,firewood & chips,fish ( fresh ),french beans and barbati,garlic,ginger,goat meat,"gourd, pumpkin",gram (split),gram (whole),groundnut,guava,gur,jeera,kerosene-other sources,kerosene-pds ,lady's finger,leaf tobacco,lemon,lpg,maida,maize & products,masur,matches ,milk: liquid,moong,muri,mustard oil,oilseeds,onion,"orange,mausami",other fresh fruits,other fuel ,other packaged processed food,other served processed food,other spices,other tobacco products ,other vegetables,palak,pan : finished,"papad, bhujia, namkeen, mixture, chanachur",parwal / patal,peas-vegetables,potato,radish,"raisin (kishmish, monacca etc.)","refined oil [sunflower, soyabean, saffola, etc.]",rice - P.D.S.,rice - other sources,salt ,"sewai, noodles",sugar - other sources,"suji, rawa",tea : cups,tea : leaf,tomato,turmeric,"vanaspati, margarine",wheat/atta - P.D.S.,wheat/atta - other sources
1,1,473341301,296.04824508970194,735.082150355537,,251.94924113171646,,,476.6775745843907,1606.5993010147329,1971.066422046946,,,2434.9166156459014,841.7215082465842,203.31656538382862,1042.6918138818237,,,,,,,,,58206.826018668595,671.8588961007022,642.8430284610216,,,543.1414396378013,2308.5803755303077,1068.4301496783048,705.1028010319435,94.16960679458403,805.0572322853898,404.3046156594038,,,,1284.1420793627894,,,10220.925034122873,764.9598110718392,2813.4004513149257,1622.3730512431594,,,804.015484293818,751.9141362435233,1858.7944194798363,,2075.839951167573,,,,,,,,,1780.5364759836068,,,1100.0693479784995,1188.53580291088,10889.972120527249,1359.8497529582396,45.68618719116763,303.9422749521074,14400.097738529705,21034.331990297545,1243.0227489874485,262.6180889444132,1548.7572628313455,400.7618388667534,,,780.0436392947906,,267.7101979219828,9623.05405717602,22149.217964230043
1,1,473341302,555.772566821666,1027.4885160502763,,319.7826769904302,,,465.49893554623867,1786.335552704877,2036.6410434770885,,,2580.6846126573455,987.3918328885359,238.65662903288992,1204.3761615069277,,,,,,,,,61378.62733118872,939.1496436968283,981.8262501996068,,,850.0069904791046,2316.2506762931885,995.3425990818582,728.8623527074762,210.03244108696086,1090.4856767737356,473.33196672169856,,,,1518.2053510624298,,,11544.369392219169,785.0311239377535,1978.2909149524437,1417.3620248494224,,,885.0728608750029,716.7092254077082,2100.620646378246,,2604.9408711803053,,,,,,,,,2015.708553779202,,,1411.0707621582987,1066.8074923825254,9941.87502887886,1333.228854245789,84.54336103007077,434.1909752756136,14889.714472499354,21112.16511714065,1179.726408504311,319.45229326524174,1955.9853299446988,508.3643759364932,,,1112.0724010199147,,323.59982644272094,10323.9112492028,21206.217134598566
1,1,473361101,2171.3879856624912,2512.4187846795926,,1425.993230946569,,,1085.3336179734847,4566.537216914991,5042.376878840199,,,6675.012702161535,2727.9038172663986,683.5580421351036,3745.268751302426,,,,,,,,,108201.19100851325,3093.7006891009673,3417.092448290238,,,2327.8491390445947,5366.387728738107,2159.9925560798365,2099.4201016423003,615.0339827214464,2144.1401492646837,1859.0838590017795,,,,4360.204753684681,,,18872.36150589628,1801.0575022306768,3222.679437303885,3283.936613875152,,,2163.6066763854365,1965.677603343491,5890.835052150923,,8136.559996529811,,,,,,,,,5376.308946397372,,,2942.0437903565726,3362.4786239658556,26272.97435151854,3790.0394797737576,328.2984191929922,1247.5009062077181,15644.25073934731,79259.33887907072,2741.45161588076,941.0822050867955,5372.776461151649,1181.866262946806,,,3861.345084007384,,1020.4739864193622,12814.496723629685,71571.30000660909
1,1,473361102,4838.301085633277,2590.6411149761984,,1238.5170329493556,,,884.6357448368688,3938.8628290296942,3709.6152040983497,,,4666.6432896131,2528.0166615846765,515.8053199285876,3426.575720823471,,,,,,,,,68545.66406568032,3253.704323059308,2620.6831098607145,,,2044.9620815773126,4373.231532844545,1743.4209586241452,1594.0923174560287,814.0890016229084,2609.610150120823,1173.047615857126,,,,4212.617020143384,,,15646.934222431008,1632.6483257961672,1627.9424755162338,1985.5574172503038,,,1855.5006679326286,1700.7610001304972,4496.05324839054,,7918.753503380604,,,,,,,,,4185.545139164957,,,3936.6272317427056,3175.882691868735,16950.071696540774,3485.12195454339,569.7056902666893,1334.4473521081927,16317.601903409834,37651.974001536764,1711.9057678215681,962.4711858271124,5534.851177404447,1279.311314390182,,,4387.597966033536,,1015.9750854957274,12362.711859264742,34546.2172107812
1,1,473361201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,473361202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,473361203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,473361204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,473361301,583.871065101431,1133.4379320143098,,339.9736447687738,,,338.03595348831794,1746.8754624900366,1898.0245657541136,,,2561.436706416889,978.6217949929612,224.77234120658738,1386.9398288573855,,,,,,,,,62918.106119953605,1043.9293662580967,784.870375617402,,,749.3145478477953,2181.249161629616,1057.9212630026582,801.8287737404017,153.14486895777537,987.1153394225669,487.6833151559227,,,,1489.7290016289858,,,12026.527678679102,923.0068943078682,2426.7585502722914,1459.5290444261195,,,940.1978056079469,746.9478479314876,2170.5610032738814,,2953.8788332820095,,,,,,,,,1865.1141065987217,,,1382.6116779130962,1243.0808871527913,9957.400167982289,1507.3616304739014,85.0430218243996,517.7386056541594,15567.63513321247,25115.860363797514,1287.1135817267411,301.8609955281797,2127.1562056928165,481.534085840564,,,1191.4339909709013,,362.4274280740602,10464.540358921835,25010.718463682846
1,1,473361302,1188.9523794237145,2095.3012908461214,,622.7372421132975,,,892.6740591720055,2848.6289089489364,3801.6339749301155,,,5556.7522610244805,2154.0455790478427,397.59427246967454,2361.4541854458466,,,,,,,,,108557.77826590351,2006.2981230564653,1364.7693290364484,,,1713.727782293539,4030.2320482173877,1612.2450511190705,1261.2031031575295,521.7624461085895,2139.8624285549636,941.975358790371,,,,2738.3689599757918,,,19233.718477680028,1469.3586961359727,3684.0681371005494,2235.1221337185534,,,1661.163955261814,1058.6416901512039,3928.531221612161,,5045.487008507967,,,,,,,,,3173.3152191783333,,,2391.366702360225,1548.3639886494504,17293.7491396076,2390.8885005708667,158.18917865932028,1128.331743738979,19448.05209523921,66473.37161290787,2376.822866992909,544.7215946620256,4827.215634257305,950.8787502443444,,,2569.323836841759,,937.8213217095986,17794.04050632261,61658.58815844423
